id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
4282,Marcin,,PĘKALSKI,7
4283,Jarosław,,GÓRNY,7
4284,Jolanta,Halina,KWIECIŃSKA,7
4285,Zbigniew,,ZARĘBA,7
4286,Tomasz,,JARECKI,7
4287,Zbigniew,Henryk,DZIĘGIELEWSKI,7
4288,Bartosz,Dawid,ROMANOWICZ,7
4289,Andrzej,Tomasz,ZAPAŁOWSKI,7
4290,Adam,Roman,BERKOWICZ,7
4291,Kazimierz,Zygmunt,KRĘŻAŁEK,7
4292,Robert,Stanisław,STADNICKI,7
4293,Małgorzata,,ZYCH,7
4294,Jan,Franciszek,KRZANOWSKI,7
4295,Michał,,SZWED,7
4296,Janusz,Jan,ZIELIŃSKI,7
4297,Tomasz,Rafał,FILIP,7
4298,Grażyna,Henryka,DUDZIŃSKA-SOBOLEWSKA,7
4299,Ryszard,Jan,WOJTUCH,7
4300,Jadwiga,Anna,NADBRZESKA,7
4301,Aleksandra,Justyna,SIKORA,7
4302,Marlena,Emilia,HRYSIO,7
4303,Aleksander,,DYGUŁA,7
4304,Anna,Maria,PERŻYŁO,7
4305,Witold,Aleksander,DULĘBA,7
4306,Joanna,,ANTOCHÓW,7
4307,Zdzisław,,SOBOLEWSKI,7
4308,Paweł,Kamil,GOLBA,7
4309,Ewelina,,BOCHNIA,7
4310,Jan,Maria,ZUCHOWSKI,7
4311,Grzegorz,Michał,BRAUN,7
4312,Tomasz,Wojciech,BUCZEK,7
4313,Piotr,,ŻYGADŁO,7
4314,Witold,Andrzej,ZYCH,7
4315,Gabriel,Czesław,KROLL,7
4316,Anna,Krystyna,SUROWANIEC,7
4317,Kamil,Michał,KUSZ,7
4318,Dariusz,Jan,KUMOREK,7
4319,Zbigniew,,LIPIŃSKI,7
4320,Dominika,Maria,KORWIN-MIKKE,7
4321,Tomasz,,WOŁOSZYN,7
4322,Waldemar,,ZARĘBSKI,7
4323,Katarzyna,Kinga,OCHAŁ,7
4324,Tomasz,Sylwester,ZIĘBA,7
4325,Teresa,Jadwiga,PRACOWNIK,7
4326,Małgorzata,Kazimiera,SALWA,7
4327,Mariola,Ksenia,KOTOWICZ,7
4328,Damian,Łukasz,DĄBEK,7
4329,Albert,Jan,STRZAŁKA,7
4330,Aleksandra,Mirosława,LIS,7
4331,Dariusz,Grzegorz,JEDYNAK,7
4332,Paulina,Elżbieta,WACYRA,7
4333,Piotr,Robert,FILA,7
4334,Monika,Paulina,ŚRODOŃ,7
4335,Monika,Ewa,ZAPAŁOWSKA,7
4336,Marcin,Mateusz,BATORA,7
4337,Robert,Krzysztof,BROŻ,7
4338,Karolina,Maria,BIELECKA,7
4339,Michał,,FLIS,7
4340,Krzysztof,,MAZUR,7
4341,Robert,Artur,WINNICKI,7
4342,Adam,,KIEŁCZEWSKI,7
4343,Krzysztof,,KRASOWSKI,7
4344,Stanisław,,NICEWICZ,7
4345,Barbara,,MAJEWSKA,7
4346,Krzysztof,,JABŁOŃSKI,7
4347,Marzanna,,GONTARSKA,7
4348,Wiesław,Henryk,BIELAWSKI,7
4349,Jolanta,,DANILUK,7
4350,Katarzyna,,KOŁOSOWSKA,7
4351,Zenon,,DZIEDZIC,7
4352,Paweł,,PROKOPOWICZ,7
4353,Adam,,KOŁAKOWSKI,7
4354,Katarzyna,,ZAJKO,7
4355,Mariusz,,ROKICKI,7
4356,Adrianna,,IWANOWSKA,7
4357,Michał,Eugeniusz,WAIS,7
4358,Monika,,GRABOWSKA,7
4359,Jakub,Andrzej,SADOWSKI,7
4360,Hubert,,BARANOWSKI,7
4361,Izabela,,PRZANOWSKA,7
4362,Marcin,,LEWONIEWSKI,7
4363,Anna,Katarzyna,PROKOPOWICZ,7
4364,Łukasz,,KARWOWSKI,7
4365,Andrzej,Tomasz,JĘDRZEJEWSKI,7
4366,Mariusz,,KOSSAKOWSKI,7
4367,Karina,,ZABOROWSKA,7
4368,Maciej,,STYPKA,7
4369,Michał,Piotr,URBANIAK,7
4370,Sylwester,Zbigniew,PRUŚ,7
4371,Wojciech,,MOJZESOWICZ,7
4372,Arkadiusz,,ZABOROWSKI,7
4373,Michał,,WELKA,7
4374,Andrzej,,OCHAŁ,7
4375,Monika,Agnieszka,WYSOKIŃSKA,7
4376,Krzysztof,,RABĘDA,7
4377,Anna,,CZARNECKA,7
4378,Barnaba,Bogusz,PAWEŁCZAK,7
4379,Małgorzata,Maria,PAPROCKA,7
4380,Dorota,Magdalena,PIASECKA,7
4381,Dagmara,,PASZKO,7
4382,Katarzyna,,LABUDA,7
4383,Konrad,Bartłomiej,SEREDYŃSKI,7
4384,Kamila,Kinga,BRODNICKA,7
4385,Urszula,,FALIŃSKA,7
4386,Agnieszka,Monika,LANDOWSKA,7
4387,Joanna,Maria,SZABLEWSKA,7
4388,Piotr,Jerzy,WILK,7
4389,Emilia,Regina,ADAMOWICZ,7
4390,Izabela,Anna,CHOJNACKA,7
4391,Adrian,,STĘPKOWSKI,7
4392,Marcin,Piotr,KRZYWKOWSKI,7
4393,Artur,Erwin,DZIAMBOR,7
4394,Andrzej,Mirosław,KOZIEŁ,7
4395,Marcin,Piotr,WAŁDOCH,7
4396,Tomasz,Jan,KŁECZEK,7
4397,Adam,,LOTKOWSKI,7
4398,Michał,Maciej,TRUSZKOWSKI,7
4399,Wiesława,Helena,SZYMCZAK,7
4400,Jarosław,,GRYŃ,7
4401,Magdalena,,STUPKIEWICZ,7
4402,Piotr,Sławomir,BRUC,7
4403,Arkadiusz,Krzysztof,ŚWIECZKOWSKI,7
4404,Łukasz,Dariusz,WIECZOREK,7
4405,Agnieszka,,SYPNIEWSKA-MARCZYK,7
4406,Bartłomiej,Wojciech,GŁOWACKI,7
4407,Michał,,DYSZER,7
4408,Krzysztof,Wiktor,KOZŁOWSKI,7
4409,Damian,Piotr,JARZĘBIŃSKI,7
4410,Edyta,,KUBIAK,7
4411,Paulina,Anna,SZYNAKA,7
4412,Katarzyna,Anna,WARCIKOWSKA,7
4413,Paweł,Przemysław,POKRYFKA,7
4414,Agnieszka,Wiktoria,SZCZEPANIAK,7
4415,Małgorzata,,PAPROCKA,7
4416,Gabriela,Teresa,DUDA,7
4417,Zuzanna,Dominika,TRELA,7
4418,Sylwia,Katarzyna,SUGIER,7
4419,Maria,Joanna,ZBLEWSKA,7
4420,Przemysław,Emil,LIPSKI,7
4421,Bronisław,Edward,FOLTYN,7
4422,Robert,Łukasz,GRAJNY,7
4423,Wojciech,Tomasz,BIELEWICZ,7
4424,Maria,,STARZYŃSKA,7
4425,Artur,,SKŁODOWSKI,7
4426,Magdalena,Barbara,MILCZANOWSKA-SZWEDA,7
4427,Paweł,Adam,MAŁYSZ,7
4428,Marlena,Maria,WIEWIÓRA-BŁACHUT,7
4429,Cezary,Józef,CZAPIGA,7
4430,Patrycja,Joanna,KULA,7
4431,Andrzej,Grzegorz,POLAŃSKI,7
4432,Jolanta,Maria,CIEŚLAR,7
4433,Ronald,Antoni,MICHNIK,7
4434,Grażyna,Katarzyna,STRZAŁKOWSKA,7
4435,Dawid,Józef,RUDNICKI,7
4436,Katarzyna,Elżbieta,ŚNIEŻEK,7
4437,Paweł,Teodor,WALICZEK,7
4438,Włodzimierz,Bogdan,SKALIK,7
4439,Jacek,Adam,PAWLIKOWSKI,7
4440,Bogusław,Józef,ADAMOWICZ,7
4441,Bartłomiej,Michał,BIEGAS,7
4442,Paweł,,KLIMCZAK,7
4443,Zofia,,SUROWIEC,7
4444,Władysława,Bożena,RYNKIEWICZ,7
4445,Agata,Aneta,POLAK,7
4446,Barbara,Ewa,PIĄTEK,7
4447,Cecylia,Iwona,MUSIALIK,7
4448,Grażyna,Teresa,MATUSIAK,7
4449,Katarzyna,Anna,ERMER,7
4450,Rafał,Adrian,GAWENDA,7
4451,Sebastian,,DZIĘBOWSKI,7
4452,Cezary,Kazimierz,MILCZYŃSKI,7
4453,Maciej,Bartłomiej,KANDZIOR,7
4454,Ewa,Grażyna,TOCZEK,7
4455,Jacek,Franciszek,JAGIEŁKA,7
4456,Dominika,,HAWRYLUK,7
4457,Bogusława,Maria,ZAPOTOCZNA,7
4458,Bartłomiej,Marcin,TRUŚ,7
4459,Jarosław,Piotr,ŻMUDA,7
4460,Janusz,Jacek,KRZYWOSZYŃSKI,7
4461,Maria,Jadwiga,DZIUBA,7
4462,Robert,Piotr,TEODORCZAK,7
4463,Danuta,,TUZINEK,7
4464,Bożena,Grażyna,KAMIŃSKA-TRUŚ,7
4465,Jolanta,Barbara,JANISZEWSKA,7
4466,Karolina,Anna,CHABER,7
4467,Dominik,Jan,ĆWIKLIŃSKI,7
4468,Waldemar,Paweł,BARTOSIK,7
4469,Roman,Henryk,FRITZ,7
4470,Adam,Jerzy,KURPAS,7
4471,Konrad,Karol,MAKAREWICZ,7
4472,Tadeusz,,MARON,7
4473,Małgorzata,,TOMECKA,7
4474,Grzegorz,,GORZOCH,7
4475,Joanna,,BURKACKA,7
4476,Justyna,Dorota,PYSZNY,7
4477,Mirosław,,LECH,7
4478,Paweł,Grzegorz,PIECHOCZEK,7
4479,Aneta,Halina,ANTONIK-FAIKIS,7
4480,Alan,Hieronim,SZATYŁO,7
4481,Aneta,Anna,MACIAŚ,7
4482,Jarosław,,GRABIEC,7
4483,Justyna,Natalia,KUCHARCZYK,7
4484,Paulina,Sandra,ILNICKA,7
4485,Jacek,Szymon,LANUSZNY,7
4486,Hanna,Dorota,COFALIK,7
4487,Dobromir,Andrzej,SOŚNIERZ,7
4488,Tomasz,Edward,DOROSZ,7
4489,Bożena,Krystyna,MODZELEWSKA,7
4490,Paweł,Maciej,TRYTKO,7
4491,Piotr,Marek,SACZYWKO,7
4492,Michał,Rafał,MARKIEWKA,7
4493,Jowita,,KOWSZYN-SUMARA,7
4494,Kamil,,JABLOŃSKI,7
4495,Małgorzata,Joanna,MAJOR,7
4496,Dawid,Stanisław,SZÓSTAK,7
4497,Agata,Judyta,SIKORA-WÓJCIK,7
4498,Mateusz,Zbigniew,OŻÓG,7
4499,Mateusz,,FIEDOROWICZ,7
4500,Tomasz,Marian,BOMBA,7
4501,Grzegorz,Jacek,BUDNIK,7
4502,Paweł,Piotr,KAŁUŻA,7
4503,Piotr,Stefan,SYGIET,7
4504,Ewa,Aleksandra,ZANIEWSKA,7
4505,Urszula,Monika,KUFEL,7
4506,Anna,Maria,JANKOWIAK,7
4507,Krzysztof,Stanisław,KRAJEWSKI,7
4508,MASTERCZUK,,SZAJKO VEL,7
4509,Anita,Sara,ZAWISZ,7
4510,Tomasz,Bogdan,BRZEZINA,7
4511,Jerzy,Jan,JANOSKA,7
4512,Marcin,Czesław,KOLCZYK,7
4513,Waldemar,,SIKORA,7
4514,Grzegorz,Ryszard,OLEKSIEWICZ,7
4515,Artur,Karol,JAKÓBIK,7
4516,Olga,Kinga,KLARCZYŃSKA,7
4517,Monika,Mirella,KRZYŻAK,7
4518,Jagoda,Magda,KOCLĘGA,7
4519,Renata,Aleksandra,CYGAN,7
4520,Ryszard,Zbigniew,MIZDRA,7
4521,Wojciech,Andrzej,GRABOWSKI,7
4522,Dominika,Agnieszka,SURMIK,7
4523,Robert,Paweł,CIEŚLIK,7
4524,Małgorzata,Halina,DĄBROWSKA,7
4525,Magdalena,Ilona,LOREK,7
4526,Ewelina,Magdalena,GOREL,7
4527,Sylwia,,OSIAL,7
4528,Krzysztof,Adam,PAŁKA,7
4529,Krzysztof,,BOSAK,7
4530,Mateusz,Kamil,IWAN,7
4531,Damian,Rafał,MILCZUSZEK,7
4532,Łukasz,Sylwester,WILCZYŃSKI,7
4533,Michał,,SOKOLNICKI,7
4534,Łukasz,Szczepan,OSPARA,7
4535,-,LEYDO,PIASECKA,7
4536,Juliusz,,BILSKI,7
4537,Dawid,Stefan,KUROWSKI,7
4538,Roksana,Adrianna,ORANIEC,7
4539,Aneta,Karolina,SZCZĘSNA,7
4540,Kinga,Paula,SYMELA,7
4541,Mateusz,Krzysztof,ŚLIWA,7
4542,Artur,,KOPACZ,7
4543,Przemysław,Jan,DŁUGOSZ,7
4544,Katarzyna,Mariola,WIECZOREK,7
4545,Krzysztof,,PAJĄK,7
4546,Kinga,Barbara,RUSIN,7
4547,Barbara,Walentyna,LEŻAŃSKA,7
4548,Sebastian,Piotr,TKACZ,7
4549,Danuta,Ewa,ZAPART,7
4550,Marceli,Seweryn,MAŁKIEWICZ,7
4551,Piotr,Władysław,BURZAWA,7
4552,Dorota,Maria,TOMCZYK,7
4553,Łukasz,,ŚWISTAK,7
4554,Mikołaj,Jan,OBIEDZIŃSKI,7
4555,Maria,Izabela,KOZIEŁ,7
4556,Monika,Wioletta,GŁODEK,7
4557,Krzysztof,Jerzy,TYRAŁA,7
4558,Dominika,Maria,WILCZYŃSKA,7
4559,Andrzej,,BUGAJSKI,7
4560,Krzysztof,Wiesław,KASZA,7
4561,Andrzej,Piotr,WYRĘBEK,7
4562,Kaja,Ewelina,SZYNKIELEWSKA,7
4563,Krystian,Maciej,ŁOŻYŃSKI,7
4564,Tomasz,Jacek,KACZKOWSKI,7
4565,Marek,,HUL,7
4566,Agnieszka,Maria,POŁEĆ,7
4567,Teresa,Genowefa,RUKSZTEŁŁO,7
4568,Marika,,ZENOWICZ,7
4569,Genowefa,Grażyna,SZCZEPAŃSKA,7
4570,Marek,,CHRAPAN,7
4571,Piotr,Cezary,LISIECKI,7
4572,Tomasz,,PITURA,7
4573,Joanna,,MICHALEWICZ,7
4574,Jerzy,Stanisław,TYTZ,7
4575,Paweł,Arkadiusz,BORYSOWSKI,7
4576,Radosław,Jan,MICHALSKI,7
4577,Justyna,,ZIELIŃSKA,7
4578,Cezary,,DĘBKOWSKI,7
4579,Anna,,MARKOWSKA,7
4580,Martyna,,LICHACZ,7
4581,Danuta,,ADAMSKA,7
4582,Paulina,,GOŁĘBIEWSKA,7
4583,Kamil,Michał,WYSOCKI,7
4584,Witold,Adam,STOCH,7
4585,Ireneusz,Wojciech,CZECH,7
4586,Dominik,,IDKOWIAK,7
4587,Antoni,Jerzy,WIECZOREK,7
4588,Piotr,,KOIS,7
4589,Dominik,Jan,DOLATA,7
4590,Michał,Szymon,PASEK,7
4591,Mariusz,,SKROBAŁA,7
4592,Mikołaj,,FIEBICH,7
4593,Rafał,Dariusz,WELKE,7
4594,Julia,,KURZAWSKA,7
4595,Lucyna,Anna,KROŚNIEWSKA,7
4596,Mikołaj,,MĄKA,7
4597,Joanna,,OSZMIAN,7
4598,Anna,Bożena,STOCH,7
4599,Danuta,,SKORUPIŃSKA,7
4600,Janina,,SPIESZALSKA,7
4601,Arkadiusz,Krzysztof,MAŚLAK,7
4602,Marta,Anna,KORDYLAS,7
4603,Andrzej,Antoni,KUŚWIK,7
4604,Anna,Mirosława,BRYŁKA,7
4605,Maciej,,JÓŹWIAK,7
4606,Eryk,,KORZENIEWSKI,7
4607,Paweł,Rafał,RUSIN,7
4608,Przemysław,Tomasz,GRONEK,7
4609,Łukasz,,JANKOWIAK,7
4610,Karolina,Zofia,WIŚNIEWSKA,7
4611,Andrzej,Zbigniew,SMOLAREK,7
4612,Kinga,,WIŚNIEWSKA,7
4613,Jolanta,Elżbieta,NOWICKA,7
4614,Monika,,PODOLSKA,7
4615,Katarzyna,Antonina,SADZISZ,7
4616,Izabela,,GŁOWACKA,7
4617,Jakub,Michał,RAKOWSKI,7
4618,Mirosław,Eugeniusz,STRZELECKI,7
4619,Anna,,PINIŃSKA,7
4620,Jakub,Michał,TALENT-DOMINIAK,7
4621,Wojciech,Maciej,ZIĘTKOWSKI,7
4622,Adam,,URBAŃSKI,7
4623,Jerzy,Józef,MOEGLICH,7
4624,Patrycja,Martyna,STEMPNIAK,7
4625,Małgorzata,,JĘDRYCH,7
4626,Agata,Jadwiga,OSTASZEWSKA,7
4627,Radosław,,MUSIAŁ,7
4628,Justyna,Tamara,WIATR,7
4629,Marcin,Marian,MAHSEL,7
4630,Radosław,,KOS,7
4631,Weronika,,DOMAGAŁA,7
4632,Daniel,,WŁUDARCZAK,7
4633,Adam,,FELDMANN,7
4634,Jakub,Piotr,MIERZEJEWSKI,7
4635,Ryszard,,OSZMIAN,7
4636,Paweł,Stefan,MĄCZKA,7
4637,Paweł,,ZIMMER,7
4638,Grzegorz,Michał,SAKOWICZ,7
4639,Aldona,,MUSZAK,7
4640,Justyna,Anna,SOCHA,7
4641,Sylwia,,SZCZESIAK,7
4642,Michał,,ANDRZEJEWSKI,7
4643,Marcin,,DOMBKOWSKI,7
4644,Katarzyna,Elżbieta,ANDRZEJCZAK,7
4645,Jan,Aleksander,PAECH,7
4646,Alicja,Maria,DUDZIAK,7
4647,Michał,Aleksander,FRANKOWSKI,7
4648,Ewa,Grażyna,HEIDRYCH,7
4649,Jędrzej,,SPIESZALSKI,7
4650,Szymon,,ŚWIERGIEL,7
4651,Krystyna,Grażyna,PULIK,7
4652,Radosław,,KARBOWSKI,7
4653,Paweł,Dawid,MALICKI,7
4654,Krzysztof,Robert,CHMIELEWSKI,7
4655,Aleksandra,Urszula,ZADENCKA,7
4656,Monika,,TKACZYK,7
4657,Edyta,,BELKA,7
4658,Piotr,,KARPIŃSKI,7
4659,Mieczysław,Eugeniusz,ARCIUSZKIEWICZ,7
4660,Małgorzata,Dorota,KOTWICKA,7
4661,Mateusz,Jacek,WOJTASZEWSKI,7
4662,Agata,Anna,RADEK,7
4663,Kamil,,WĄWOŹNY,7
4664,Kamilla,Maria,CZERWIŃSKA,7
4665,Łukasz,,KUREK,7
4666,Artur,Jan,SZULGANIUK,7
4667,Michał,,RAWDANOWICZ,7
4668,Artur,,GŁOWACKI,7
4669,Dariusz,Tadeusz,KOT,7
4670,Marcin,Grzegorz,BEDKA,7
4671,Ewa,,RZEUSKA,7
4672,Magdalena,,SOSNOWSKA,7
4673,Klaudia,,SZENDEROWICZ,7
4674,Grzegorz,Jacek,PIĄTKOWSKI,7
4675,Iwona,Elżbieta,WAWRUSZCZAK,7
4676,Beata,,KOZŁOWSKA,7
4677,Dariusz,Andrzej,GAPYS,7
4678,Piotr,,MATUSIAK,7
4679,Krzysztof,Mariusz,OLSZEWSKI,7
4680,Przemysław,,KORUS,7
4681,Piotr,Jan,MYŚLIWIEC,7
4682,Dariusz,,OLECH,7
4683,Konrad,Waldemar,SŁODOWICZ,7
4684,Jakub,Andrzej,BĘTKOWSKI,7
4685,Beata,Katarzyna,RAWDANOWICZ,7
4686,Tomasz,,POSTÓŁ,7
4687,Anna,Kazimiera,GAWROŃSKA,7
4688,Józef,Romuald,LEWANDOWSKI,7
4689,Małgorzata,Zofia,FIGAS,7
4690,Mieczysław,,PAROBIEC,7
4691,Natalia,,PLUTA,7
4692,Jan,,GŁADKOW,7
4693,Stanisław,Józef,ŻÓŁTEK,8
4694,Bawer,,AONDO-AKAA,8
4695,Tomasz,Andrzej,KRZCIUK,8
4696,Barbara,Magdalena,KOWACKA,8
4697,Jerzy,Michał,JAJTE-PACHOTA,8
4698,Ewa,Franciszka,GANKIEWICZ,8
4699,Norbert,Jerzy,CZARNEK,8
4700,Aneta,Agnieszka,WĘDZICHA,8
4701,Maciej,Zbigniew,SIERANT,8
4702,Katarzyna,Beata,FĄFARA,8
4703,Stanisław,Michał,ŻMIGRODZKI,8
4704,Maria,Janina,KOWALSKA,8
4705,Piotr,Władysław,KUŹNIARSKI,8
4706,Jolanta,Maria,GIBAŁA,8
4707,Monika,Izabela,KOT,8
4708,Andrzej,,SIERANKIEWICZ,8
4709,Dawid,Paweł,KOWALSKI,8
4710,Jarosław,Kazimierz,SZATAN,8
4711,Adam,Stanisław,MYRDA,9
4712,Tomasz,Andrzej,GABRYSIAK,9
4713,Jacek,,KIEŁB,9
4714,Piotr,Jan,MIEDZIŃSKI,9
4715,Kazimierz,,JANIK,9
4716,Beata,,CASTAÑEDA TRUJILLO,9
4717,Piotr,Kazimierz,WANDYCZ,9
4718,Irena,Ewa,SZEFFS,9
4719,Rafał,Krzysztof,SALA,9
4720,Krzysztof,Mirosław,LEWICKI,9
4721,Aleksandra,Marta,TOBIASZ,9
4722,Maciej,Jan,CIEŚLA,9
4723,Emilia,Janina,SOBIESKA,9
4724,Artur,Waldemar,ZIELIŃSKI,9
4725,Dariusz,Andrzej,CZAJA,9
4726,Justyna,Magdalena,FOREMNA,9
4727,Bartosz,Seweryn,KUŚWIK,9
4728,Katarzyna,Aneta,GRZELAK,9
4729,Krzysztof,Walery,WITKOWSKI,9
4730,Jolanta,Elżbieta,KUSTROWSKA,9
4731,Stefan,Adam,ZAWIERUCHA,9
4732,Katarzyna,Paula,TYMIŃSKA,9
4733,Jadwiga,Wacława,SAŁADUCHA,9
4734,Kamil,Norbert,POLAK-SALOMON,9
4735,Anatol,Kazimierz,SZPUR,9
4736,Julian,Kazimierz,GOLAK,9
4737,Iwona,Kornela,MICHAŃCIO,9
4738,Robert,Artur,SZYMKIEWICZ,9
4739,Marzanna,Irena,LESZCZYŃSKA,9
4740,Katarzyna,Joanna,GABRIEL,9
4741,Agnieszka,Joanna,IGNOR,9
4742,Sebastian,,HAŁACZKIEWICZ,9
4743,Sylwia,Małgorzata,BIELAWSKA,9
4744,Grażyna,Izabela,ŚWITOŃ-PAWLICKA,9
4745,Wojciech,,LATUSZEK,9
4746,Ewa,Lucyna,TUTKA,9
4747,Joanna,Agata,CHOJNACKA,9
4748,Artur,Sławomir,ŁATA,9
4749,Ewa,Anna,ZDROJEWSKA,9
4750,Karol,,PRZYWARA,9
4751,Janusz,,MARSZAŁEK,9
4752,Barbara,,KOSTERSKA,9
4753,Grzegorz,Piotr,ĆWIERTNIEWICZ,9
4754,Krystyna,Jadwiga,HAŁADAJ,9
4755,Elżbieta,Zofia,KACZMARZYK-JANCZAK,9
4756,Zbigniew,,POTYRAŁA,9
4757,Agnieszka,,DOLAT,9
4758,Iwona,Elżbieta,DYSZKIEWICZ,9
4759,Paweł,,WYBIERAŁA,9
4760,Piotr,Paweł,ISKRA,9
4761,Dorota,,SAŁO,9
4762,Małgorzata,Kamila,HAŁAS-KORALEWSKA,9
4763,Edward,,CZAPIEWSKI,9
4764,Barbara,Elżbieta,TOMKIEWICZ,9
4765,Antoni,,KOPEĆ,9
4766,Jan,Feliks,PIONTEK,9
4767,Andrzej,Jacek,TRACZYK,9
4768,Agnieszka,,PAWŁOWSKA,9
4769,Małgorzata,Agnieszka,HOŁÓWKA,9
4770,Agnieszka,,NAPLOCHA,9
4771,Hubert,Kazimierz,KURDZIEL,9
4772,Paweł,Tomasz,SZYLER,9
4773,Maria,Helena,STACHORZECKA,9
4774,Paulina,,KAZIKOWSKA,9
4775,Jarosław,Jan,KEMPA,9
4776,Łukasz,Radosław,PAJĄK,9
4777,Beata,Maria,PŁACZKIEWICZ,9
4778,Sara,,PIWOWAR,9
4779,Małgorzata,Kinga,KOZŁOWSKA,9
4780,Sławomir,,WOŹNIAK,9
4781,Jan,Maciej,WYSOCKI,9
4782,Marzena,,LIS,9
4783,Daniel,Piotr,KAPUSTA,9
4784,Dominik,,KOWALSKI,9
4785,Damian,Tomasz,KUŚNIERZ,9
4786,Andżelika,Ewelina,GAWINKOWSKA,9
4787,Bartosz,Adrian,RYCHLIK,9
4788,Adam,Marek,MAZUR,9
4789,Daria,,JAWORSKA,9
4790,Krzysztof,Marian,BARAŃSKI,9
4791,Piotr,,POGORZELSKI,9
4792,Paulina,,OLSZAK,9
4793,Sławomir,Wojciech,KLIBER,9
4794,Marek,,KUSZYŃSKI,9
4795,Radosław,,KRAJEWSKI,9
4796,Sebastian,Leszek,ZIÓŁKOWSKI,9
4797,Marek,Grzegorz,WRZESIŃSKI,9
4798,Angelika,Agnieszka,KWIATKOWSKA,9
4799,Krzysztof,Janusz,PYTKOWSKI,9
4800,Dorota,Maria,SKIBA,9
4801,Marek,,SZADKOWSKI,9
4802,Zofia,,BINIAK,9
4803,Patryk,Krzysztof,KACPROWICZ,9
4804,Ewa,,NIEWIADOMSKA,9
4805,Agnieszka,Katarzyna,OBIEZIERSKA,9
4806,Marek,Adam,ZADWORZAŃSKI,9
4807,Monika,,FIJAŁKOWSKA,9
4808,Lidia,,KAMIŃSKA,9
4809,Magdalena,,RUTECKA,9
4810,Joanna,,NOWAK,9
4811,Piotr,Paweł,KARSKI,9
4812,Michał,Piotr,JABŁOŃSKI,9
4813,Jarosław,,JUCEWICZ,9
4814,Marek,Marian,WOCH,9
4815,Barbara,,BERECKA,9
4816,Jarosław,Szczepan,MARKIEWICZ,9
4817,Andrzej,Robert,KUSZYK,9
4818,Arkadiusz,,POGONOWSKI,9
4819,Jolanta,Marta,ZARYCHTA,9
4820,Adrian,,DANG XUAN,9
4821,Agnieszka,Monika,MAZUR,9
4822,Arkadiusz,Jacek,MISIAK,9
4823,Dariusz,,KRZYSZTOFIK,9
4824,Anna,,ROLA,9
4825,Marlena,Wanda,STRADOMSKA,9
4826,Paweł,,TCHOREK,9
4827,Małgorzata,Anna,SZWAJEWSKA,9
4828,Karol,Paweł,DADEJ,9
4829,Jolanta,Barbara,TARŁOWSKA,9
4830,Marcin,Jakub,PIETROSIŃSKI,9
4831,Tomasz,Marcin,SŁAPCZYŃSKI,9
4832,Piotr,,DOMAŃSKI,9
4833,Magdalena,,MYŚLIWIEC,9
4834,Mateusz,Waldemar,KAMOLA,9
4835,Katarzyna,,KOKOT,9
4836,Piotr,Mariusz,ZIELIŃSKI,9
4837,Artur,Lech,BANACH,9
4838,Tomasz,Wojciech,KĘPOWICZ,9
4839,Renata,,GRZEGORCZYK,9
4840,Ines,Agnieszka,KIERZKOWSKA-ŻUK,9
4841,Marek,Robert,MANDELA,9
4842,Wojciech,,SZWERC,9
4843,Dominika,,CINNER,9
4844,Jan,,KOKOT,9
4845,Ewa,Małgorzata,KOZIARA,9
4846,Rafał,Mirosław,ŁUKASIK,9
4847,Dariusz,,LANGA,9
4848,Arkadiusz,,CHIBOWSKI,9
4849,Beata,,RYPINA,9
4850,Damian,Jarosław,LEWCZUK,9
4851,Justyna,Renata,JÓŹWIK,9
4852,Dorota,,WYSOKIŃSKA,9
4853,Przemysław,,POPIELEC,9
4854,Marek,,CELIŃSKI,9
4855,Lidia,Elżbieta,WASĄG,9
4856,Kamil,,SOKOŁOWSKI,9
4857,Ewelina,Ilona,WOCH,9
4858,Anna,Maria,BODNAR,9
4859,Agnieszka,,ZALEWSKA,9
4860,Rafał,,KOWALIK,9
4861,Przemysław,Szczepan,SKUPIŃSKI,9
4862,Wojciech,Stanisław,GOŹDZIEWICZ,9
4863,Przemysław,Bogusław,TOBOLCZYK,9
4864,Jacek,,PIETRZAK,9
4865,Emilia,,MATUSIAK,9
4866,Monika,Magdalena,BACZYŃSKA-SOCHA,9
4867,Jakub,Marcin,KLIMKIEWICZ,9
4868,Jakub,Mateusz,GAWRON,9
4869,Lucyna,Stanisława,BARAŃSKA,9
4870,Mariusz,Janusz,DOMINIAK,9
4871,Edyta,Zofia,KLIMKIEWICZ,9
4872,Agnieszka,Anna,CHRUŚCIEL,9
4873,Natalia,Ewa,FURMAŃCZYK,9
4874,Jerzy,,BORYS,9
4875,Magdalena,,KOLĘDA,9
4876,Katarzyna,,OWCZAREK,9
4877,Marcin,Tomasz,MAJKOWSKI,9
4878,Michał,Andrzej,NEUMAN,9
4879,Joanna,Agnieszka,SYNCEREK,9
4880,Mariusz,Tomasz,SABELA,9
4881,Monika,,BARANIAK,9
4882,Adrian,Piotr,ROBACZYŃSKI,9
4883,Marcin,Witold,GOŹDZIK,9
4884,Beata,Urszula,PLACEK-KUJAWSKA,9
4885,Marek,,JAKUBIAK,9
4886,Gniewomir,Gwidon,ROKOSZ-KUCZYŃSKI,9
4887,Jerzy,Leszek,BATKO,9
4888,Anna,Agnieszka,PRZEWŁOCKA,9
